index,Fund,Date,Direction,Ticker,CUSIP,Company,Shares,% of ETF
26,ARKK,05/11/2021,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,"112,867",0.0127
27,ARKK,05/11/2021,Buy,BLI,084310101,BERKELEY LIGHTS INC,"541,435",0.1138
28,ARKK,05/11/2021,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,"84,000",0.0261
29,ARKK,05/11/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"64,210",0.0241
30,ARKK,05/11/2021,Buy,DKNG,26142R104,DRAFTKINGS INC,"459,974",0.1012
31,ARKK,05/11/2021,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,"14,000",0.0069
32,ARKK,05/11/2021,Sell,BEKE,482497104,KE HOLDINGS INC,"1,187,600",0.2796
33,ARKK,05/11/2021,Sell,BIDU,056752108,BAIDU INC,"137,234",0.1239
34,ARKK,05/11/2021,Sell,TREE,52603B107,LENDINGTREE INC,"90,338",0.0767
35,ARKK,05/11/2021,Sell,NVS,66987V109,NOVARTIS AG,"21,128",0.0091
36,ARKK,05/11/2021,Sell,SNPS,871607107,SYNOPSYS INC,"142,700",0.1621
37,ARKK,05/11/2021,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"70,302",0.1755
38,ARKK,05/11/2021,Sell,HUYA,44852D108,HUYA INC,"568,900",0.0438
39,ARKK,05/11/2021,Sell,NTDOY,654445303,NINTENDO CO LTD,"65,800",0.0233
40,ARKK,05/11/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"13,067",0.0005
41,ARKQ,05/11/2021,Buy,AONE,G7000X105,ONE,"25,811",0.0088
42,ARKQ,05/11/2021,Buy,PATH,90364P105,UIPATH INC,"50,075",0.1259
43,ARKQ,05/11/2021,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,"854,010",0.7356
44,ARKQ,05/11/2021,Sell,WKHS,98138J206,WORKHORSE GROUP INC,"1,507,061",0.428
45,ARKQ,05/11/2021,Sell,KMTUY,500458401,KOMATSU LTD,"27,085",0.0281
46,ARKQ,05/11/2021,Sell,GOOG,02079K107,ALPHABET INC,"1,861",0.1475
47,ARKW,05/11/2021,Buy,ROKU,77543R102,ROKU INC,"18,000",0.1004
48,ARKW,05/11/2021,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,"667,300",0.2116
49,ARKW,05/11/2021,Buy,PATH,90364P105,UIPATH INC,"99,994",0.1282
50,ARKW,05/11/2021,Sell,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,"76,202",0.1523
51,ARKW,05/11/2021,Sell,API,00851L103,AGORA INC,"61,401",0.0436
52,ARKW,05/11/2021,Sell,ADYEY,00783V104,ADYEN NV,"116,085",0.0886
53,ARKW,05/11/2021,Sell,TREE,52603B107,LENDINGTREE INC,"29,471",0.0893
54,ARKX,05/11/2021,Buy,PRNT,00214Q500,THE 3D PRINTING ETF,"21,840",0.1258
55,ARKX,05/11/2021,Buy,JD,47215P106,JD.COM INC,"21,439",0.2433
56,ARKX,05/11/2021,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,"19,044",0.1092
57,ARKX,05/11/2021,Buy,TER,880770102,TERADYNE INC,"21,221",0.3919
58,ARKX,05/11/2021,Sell,DE,244199105,DEERE & CO,"3,222",0.1954
59,ARKX,05/11/2021,Sell,SPCE,92766K106,VIRGIN GALACTIC HOLDINGS INC,"293,962",0.7655
